radiologist_key,radiologist_id,grade,speciality,is_active
2978911994,DR408,Unknown,Radiology,1
3702016254,DR424,Unknown,Radiology,1
2853019822,DR426,Unknown,Radiology,1
1419411905,DR445,Unknown,Radiology,1
1601211670,DR452,Unknown,Radiology,1
3441432997,DR460,Unknown,Radiology,1
321279816,DR462,Unknown,Radiology,1
3363991455,DR484,Unknown,Radiology,1
1521391765,DR491,Unknown,Radiology,1
2418751452,DR493,Unknown,Radiology,1
725751530,DR497,Unknown,Radiology,1
3158989292,DR500,Unknown,Radiology,1
1484362381,DR505,Unknown,Radiology,1
1419670254,DR515,Unknown,Radiology,1
2382782524,DR521,Unknown,Radiology,1
995501424,DR524,Unknown,Radiology,1
1304839996,DR526,Unknown,Radiology,1
3876767821,DR528,Unknown,Radiology,1
1066287048,DR535,Unknown,Radiology,1
2919647158,DR539,Unknown,Radiology,1
3441805561,DR542,Unknown,Radiology,1
3130042849,DR560,Unknown,Radiology,1
4133654521,DR566,Unknown,Radiology,1
185893072,DR568,Unknown,Radiology,1
4031934845,DR570,Unknown,Radiology,1
2603115746,DR574,Unknown,Radiology,1
1110440601,DR590,Unknown,Radiology,1
2483127440,DR617,Unknown,Radiology,1
691077240,DR618,Unknown,Radiology,1
4158447985,DR628,Unknown,Radiology,1
3536055954,DR630,Unknown,Radiology,1
986831059,DR644,Unknown,Radiology,1
2390311476,DR645,Unknown,Radiology,1
2968478733,DR662,Unknown,Radiology,1
2436515876,DR672,Unknown,Radiology,1
2261958370,DR677,Unknown,Radiology,1
451935171,DR681,Unknown,Radiology,1
5179484,DR682,Unknown,Radiology,1
3415022746,DR685,Unknown,Radiology,1
2536709160,DR692,Unknown,Radiology,1
2017146928,DR703,Unknown,Radiology,1
2725597901,DR715,Unknown,Radiology,1
2330768138,DR717,Unknown,Radiology,1
4203027693,DR718,Unknown,Radiology,1
3690961252,DR719,Unknown,Radiology,1
3018344528,DR727,Unknown,Radiology,1
4177986094,DR728,Unknown,Radiology,1
3438756929,DR734,Unknown,Radiology,1
3129254203,DR750,Unknown,Radiology,1
2632446730,DR757,Unknown,Radiology,1
1406492791,DR758,Unknown,Radiology,1
3010581450,DR785,Unknown,Radiology,1
400855726,DR792,Unknown,Radiology,1
3704668319,DR797,Unknown,Radiology,1
2447200553,DR801,Unknown,Radiology,1
2921844565,DR804,Unknown,Radiology,1
1060055310,DR808,Unknown,Radiology,1
2424667437,DR818,Unknown,Radiology,1
2323547075,DR826,Unknown,Radiology,1
1524173564,DR827,Unknown,Radiology,1
3557659151,DR837,Unknown,Radiology,1
2777490136,DR842,Unknown,Radiology,1
4145922407,DR843,Unknown,Radiology,1
3153395121,DR867,Unknown,Radiology,1
2010858459,DR873,Unknown,Radiology,1
4176138899,DR874,Unknown,Radiology,1
3524813407,DR880,Unknown,Radiology,1
1786684691,DR888,Unknown,Radiology,1
3502636100,DR894,Unknown,Radiology,1
3430801342,DR895,Unknown,Radiology,1
1109548414,DR897,Unknown,Radiology,1
3631536465,DR907,Unknown,Radiology,1
1547716564,DR910,Unknown,Radiology,1
3563190858,DR917,Unknown,Radiology,1
1510329561,DR921,Unknown,Radiology,1
2809676633,DR922,Unknown,Radiology,1
3040791093,DR945,Unknown,Radiology,1
1671903939,DR949,Unknown,Radiology,1
681126856,DR950,Unknown,Radiology,1
2665308122,DR954,Unknown,Radiology,1
2342063789,DR961,Unknown,Radiology,1
3390350040,DR964,Unknown,Radiology,1
1614546005,DR965,Unknown,Radiology,1
3271202075,DR970,Unknown,Radiology,1
2870387281,DR980,Unknown,Radiology,1
318276501,DR981,Unknown,Radiology,1
4179141106,DR982,Unknown,Radiology,1
1580781544,DR987,Unknown,Radiology,1
557677430,DR994,Unknown,Radiology,1
3409413433,DR995,Unknown,Radiology,1
281070918,RAD104,Registrar,Radiology,1
3835726423,RAD107,Registrar,Radiology,1
2593343056,RAD109,Registrar,Radiology,1
1947066669,RAD112,Registrar,Radiology,1
865986068,RAD113,Registrar,Radiology,1
1502868941,RAD118,Registrar,Radiology,1
2390543852,RAD129,Registrar,Radiology,1
1703906919,RAD139,Registrar,Radiology,1
616667858,RAD144,Registrar,Radiology,1
2705341315,RAD146,Registrar,Radiology,1
2010791702,RAD161,Registrar,Radiology,1
3392218051,RAD162,Registrar,Radiology,1
3097451299,RAD175,Registrar,Radiology,1
1789573984,RAD176,Registrar,Radiology,1
1971266818,RAD186,Registrar,Radiology,1
1375113968,RAD188,Registrar,Radiology,1
108947068,RAD192,Registrar,Radiology,1
1678810389,RAD193,Registrar,Radiology,1
84731266,RAD194,Registrar,Radiology,1
1164531922,RAD211,Registrar,Radiology,1
3318054986,RAD215,Registrar,Radiology,1
1919169645,RAD222,Registrar,Radiology,1
1068016031,RAD225,Registrar,Radiology,1
313706549,RAD228,Registrar,Radiology,1
1172774522,RAD229,Registrar,Radiology,1
1423944955,RAD239,Registrar,Radiology,1
426012677,RAD261,Registrar,Radiology,1
2304272369,RAD267,Registrar,Radiology,1
583522950,RAD270,Registrar,Radiology,1
2524659189,RAD271,Registrar,Radiology,1
229101330,RAD277,Registrar,Radiology,1
3171974324,RAD280,Registrar,Radiology,1
970432449,RAD283,Registrar,Radiology,1
3455798250,RAD284,Registrar,Radiology,1
3205953728,RAD287,Registrar,Radiology,1
1792061572,RAD290,Registrar,Radiology,1
716001242,RAD297,Registrar,Radiology,1
1341609384,RAD304,Registrar,Radiology,1
1993997802,RAD311,Registrar,Radiology,1
2508221293,RAD316,Registrar,Radiology,1
687416263,RAD323,Registrar,Radiology,1
1442204657,RAD330,Registrar,Radiology,1
1702993998,RAD331,Registrar,Radiology,1
2888126260,RAD334,Registrar,Radiology,1
386336427,RAD338,Registrar,Radiology,1
3903517521,RAD360,Registrar,Radiology,1
3287774028,RAD361,Registrar,Radiology,1
1285191293,RAD367,Registrar,Radiology,1
3058943483,RAD369,Registrar,Radiology,1
3864907592,RAD379,Registrar,Radiology,1
1686588409,RAD388,Registrar,Radiology,1
3127697252,RAD418,Registrar,Radiology,1
3839055362,RAD432,Registrar,Radiology,1
58491152,RAD435,Registrar,Radiology,1
3170871511,RAD438,Registrar,Radiology,1
2428251750,RAD439,Registrar,Radiology,1
3683389645,RAD448,Registrar,Radiology,1
2034290326,RAD449,Registrar,Radiology,1
411248494,RAD458,Registrar,Radiology,1
3294706795,RAD469,Registrar,Radiology,1
1135050498,RAD477,Registrar,Radiology,1
3671653083,RAD478,Registrar,Radiology,1
1346700175,RAD480,Registrar,Radiology,1
2742327787,RAD481,Registrar,Radiology,1
1746539499,RAD484,Registrar,Radiology,1
4157402773,RAD486,Registrar,Radiology,1
554209965,RAD490,Registrar,Radiology,1
3827764164,RAD492,Registrar,Radiology,1
3214503437,RAD504,Registrar,Radiology,1
1605078458,RAD516,Registrar,Radiology,1
874529531,RAD518,Registrar,Radiology,1
1685605063,RAD532,Registrar,Radiology,1
2965584744,RAD535,Registrar,Radiology,1
1673575929,RAD540,Registrar,Radiology,1
435021120,RAD543,Registrar,Radiology,1
2958622852,RAD562,Registrar,Radiology,1
4240687396,RAD569,Registrar,Radiology,1
2113455345,RAD574,Registrar,Radiology,1
2781556504,RAD588,Registrar,Radiology,1
4289427546,RAD589,Registrar,Radiology,1
360969613,RAD593,Registrar,Radiology,1
327731235,RAD599,Registrar,Radiology,1
3058406513,RAD609,Registrar,Radiology,1
3475779143,RAD610,Registrar,Radiology,1
3639221706,RAD620,Registrar,Radiology,1
2936056842,RAD622,Registrar,Radiology,1
4249924737,RAD626,Registrar,Radiology,1
2287177718,RAD628,Registrar,Radiology,1
1623882346,RAD629,Registrar,Radiology,1
4034037681,RAD649,Registrar,Radiology,1
876530107,RAD652,Registrar,Radiology,1
2493329053,RAD656,Registrar,Radiology,1
1634580991,RAD661,Registrar,Radiology,1
2956933805,RAD665,Registrar,Radiology,1
2078201765,RAD666,Registrar,Radiology,1
2747121561,RAD668,Registrar,Radiology,1
441276253,RAD685,Registrar,Radiology,1
52608942,RAD687,Registrar,Radiology,1
2036336366,RAD719,Registrar,Radiology,1
1975215237,RAD722,Registrar,Radiology,1
2475028802,RAD724,Registrar,Radiology,1
3917775420,RAD730,Registrar,Radiology,1
4278014700,RAD742,Registrar,Radiology,1
3840836137,RAD746,Registrar,Radiology,1
87447003,RAD748,Registrar,Radiology,1
257142056,RAD756,Registrar,Radiology,1
2597080318,RAD771,Registrar,Radiology,1
2812335494,RAD776,Registrar,Radiology,1
420841545,RAD777,Registrar,Radiology,1
4100045513,RAD782,Registrar,Radiology,1
2450291336,RAD790,Registrar,Radiology,1
3092337118,RAD792,Registrar,Radiology,1
2657631915,RAD797,Registrar,Radiology,1
2410700941,RAD798,Registrar,Radiology,1
1676179470,RAD803,Registrar,Radiology,1
3768419875,RAD807,Registrar,Radiology,1
3875567743,RAD809,Registrar,Radiology,1
710872133,RAD811,Registrar,Radiology,1
1955283765,RAD821,Registrar,Radiology,1
849126338,RAD825,Registrar,Radiology,1
3187361493,RAD828,Registrar,Radiology,1
3589845361,RAD833,Registrar,Radiology,1
984162174,RAD837,Registrar,Radiology,1
2997736385,RAD843,Registrar,Radiology,1
2738380733,RAD844,Registrar,Radiology,1
54836941,RAD849,Registrar,Radiology,1
1515592009,RAD853,Registrar,Radiology,1
1547087194,RAD858,Registrar,Radiology,1
678027383,RAD860,Registrar,Radiology,1
84616845,RAD864,Registrar,Radiology,1
451066069,RAD865,Registrar,Radiology,1
761742014,RAD886,Registrar,Radiology,1
36994141,RAD902,Registrar,Radiology,1
2910254421,RAD910,Registrar,Radiology,1
3743970650,RAD911,Registrar,Radiology,1
3194617593,RAD922,Registrar,Radiology,1
208839691,RAD923,Registrar,Radiology,1
292931431,RAD933,Registrar,Radiology,1
2883186250,RAD941,Registrar,Radiology,1
4140912168,RAD943,Registrar,Radiology,1
1239526662,RAD952,Registrar,Radiology,1
1411235277,RAD976,Registrar,Radiology,1
1235638034,RAD977,Registrar,Radiology,1
550272680,RAD980,Registrar,Radiology,1
2321370619,RAD990,Registrar,Radiology,1
